day,setup_id,direction,range_high,range_low,range_points,atr,break_time,morning_extreme,entry_time,entry,stop,target,exit_time,exit_price,reason,bars_held,r_gross,r_net
2009-08-03,setup_or_fib_XAUUSD_20090803_SELL,SHORT,960.58,956.39,4.190000000000055,1.3422301969383816,2009-08-03 13:51:00+00:00,956.18,2009-08-03 14:05:00+00:00,958.97942,960.58,955.25032,2009-08-03 14:17:00+00:00,960.58,SL,12,-1.0,-1.102150470454458
2009-08-04,setup_or_fib_XAUUSD_20090804_BUY,LONG,959.19,957.26,1.9300000000000637,1.4772746427989742,2009-08-04 13:52:00+00:00,960.85,2009-08-04 14:33:00+00:00,957.99726,957.26,959.71496,2009-08-04 14:39:00+00:00,959.71496,TP,6,2.329842931937247,2.1080758484117585
2009-08-17,setup_or_fib_XAUUSD_20090817_BUY,LONG,932.68,930.96,1.7199999999999136,1.5494721817612418,2009-08-17 13:51:00+00:00,933.58,2009-08-17 14:05:00+00:00,931.61704,930.96,933.14784,2009-08-17 14:34:00+00:00,933.14784,TP,29,2.329842931937391,2.08099963472563
2009-08-18,setup_or_fib_XAUUSD_20090818_SELL,SHORT,937.6,935.48,2.1200000000000045,1.0453579594436682,2009-08-18 13:56:00+00:00,934.96,2009-08-18 14:15:00+00:00,936.79016,937.6,934.90336,2009-08-18 14:16:00+00:00,937.6,SL,1,-1.0,-1.2018917317000868
2009-08-20,setup_or_fib_XAUUSD_20090820_SELL,SHORT,941.34,939.87,1.4700000000000273,1.4524998667360096,2009-08-20 13:51:00+00:00,938.76,2009-08-20 15:12:00+00:00,940.77846,941.34,939.47016,2009-08-20 15:21:00+00:00,939.47016,TP,9,2.3298429319370775,2.038679346083907
2009-08-26,setup_or_fib_XAUUSD_20090826_SELL,SHORT,944.6,941.72,2.8799999999999955,1.3506157398930818,2009-08-26 13:52:00+00:00,940.01,2009-08-26 14:09:00+00:00,943.4998400000001,944.6,940.93664,2009-08-26 14:14:00+00:00,944.6,SL,5,-1.0,-1.1486147469459043
2009-08-27,setup_or_fib_XAUUSD_20090827_SELL,SHORT,946.26,942.54,3.7200000000000273,1.3346378747793946,2009-08-27 13:50:00+00:00,941.48,2009-08-27 15:28:00+00:00,944.8389599999999,946.26,941.52816,2009-08-27 16:00:00+00:00,945.33,TIME,32,-0.34554973821995894,-0.46060631650064976
2009-08-31,setup_or_fib_XAUUSD_20090831_SELL,SHORT,948.9,947.17,1.7300000000000182,1.520552812556864,2009-08-31 13:58:00+00:00,946.87,2009-08-31 14:03:00+00:00,948.23914,948.9,946.69944,2009-08-31 14:07:00+00:00,948.9,SL,4,-1.0,-1.2474048966498361
2009-09-01,setup_or_fib_XAUUSD_20090901_BUY,LONG,954.15,951.34,2.8099999999999454,1.3358564045996812,2009-09-01 13:45:00+00:00,956.27,2009-09-01 15:10:00+00:00,952.41342,951.34,954.91432,2009-09-01 15:12:00+00:00,951.34,SL,2,-1.0,-1.1523168936669792
2009-09-03,setup_or_fib_XAUUSD_20090903_BUY,LONG,984.83,982.67,2.160000000000082,2.0908550354595614,2009-09-03 13:52:00+00:00,985.83,2009-09-03 14:01:00+00:00,983.49512,982.67,985.4175200000001,2009-09-03 14:04:00+00:00,982.67,SL,3,-1.0,-1.198152995927845
